	Unnamed: 0	Unnamed: 0.1	Year	Player	Pos	Age	Tm	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	height	weight	cluster_ID
11482	14824	23766	2016	Kris Humphries	PF	30	TOT	53	835.0	0.564790419162	0.517	0.366	0.285	7.5	21.5	14.4	6.6	0.9	2.2	10.3	19.5	0.0215568862275	0.0474251497006	0.0689820359281	0.093	-0.0948502994012	-0.0301796407186	-0.12502994012	-0.00862275449102	5.21676646707	12.7185628743	0.41	1.46586826347	4.65628742515	0.315	3.75089820359	8.0622754491	0.465	0.468	2.88862275449	3.62155688623	0.798	2.45748502994	6.94131736527	9.39880239521	1.55209580838	0.689820359281	0.991616766467	1.63832335329	4.05269461078	14.7880239521	206.0	106.0	4
10207	13532	21550	2012	Larry Sanders	PF	23	MIL	52	643.0	0.744634525661	0.463	0.011	0.207	10.3	17.3	13.7	7.8	2.5	8.9	17.6	16.7	-0.0167962674961	0.0671850699844	0.0559875583204	0.072	-0.218351477449	0.296734059098	0.0839813374806	0.0335925349922	4.70295489891	10.3017107309	0.457	0.0	0.111975116641	0.0	4.70295489891	10.1897356143	0.462	0.457	1.00777604977	2.12752721617	0.474	3.47122861586	5.4867807154	8.95800933126	1.84758942457	1.79160186625	4.25505443235	2.40746500778	7.44634525661	10.4136858476	211.0	106.0	4
10169	13494	21495	2012	Byron Mullens	C	22	CHA	65	1465.0	0.319453924915	0.473	0.086	0.19	7.3	18.8	12.8	7.5	0.8	2.6	10.4	22.5	-0.00982935153584	0.0147440273038	0.00491467576792	0.007	-0.0810921501706	-0.0417747440273	-0.122866894198	-0.0270307167235	6.16791808874	14.5228668942	0.425	0.294880546075	1.25324232082	0.235	5.87303754266	13.2696245734	0.443	0.435	2.26075085324	2.75221843003	0.821	2.3590443686	5.67645051195	8.03549488055	1.40068259386	0.516040955631	1.27781569966	1.81843003413	3.36655290102	14.8914675768	213.0	124.0	4
10210	13535	21555	2012	Kevin Seraphin	C	22	WAS	57	1176.0	0.483673469388	0.549	0.003	0.183	9.8	17.1	13.4	4.8	0.8	5.0	13.8	18.2	0.0367346938776	0.0336734693878	0.0704081632653	0.094	-0.0551020408163	0.015306122449	-0.0397959183673	0.00612244897959	6.21428571429	11.693877551	0.531	0.0	0.030612244898	0.0	6.21428571429	11.6632653061	0.533	0.531	1.4387755102	2.14285714286	0.671	3.15306122449	5.41836734694	8.57142857143	1.01020408163	0.581632653061	2.32653061224	2.02040816327	4.07142857143	13.8673469388	206.0	129.0	4
9412	12718	20118	2010	Stephen Graham	SG	27	CHA	70	804.0	0.501492537313	0.551	0.208	0.271	3.7	16.3	10.1	5.0	1.3	1.0	11.8	17.6	0.0179104477612	0.0537313432836	0.0716417910448	0.094	-0.138805970149	-0.0268656716418	-0.165671641791	-0.0134328358209	5.32835820896	10.7462686567	0.496	0.716417910448	2.23880597015	0.32	4.61194029851	8.50746268657	0.542	0.529	1.88059701493	2.91044776119	0.646	1.07462686567	4.97014925373	6.0447761194	1.02985074627	0.89552238806	0.44776119403	1.61194029851	4.20895522388	13.2537313433	198.0	97.0	4
10858	14191	22674	2014	Andrew Nicholson	PF	24	ORL	76	1174.0	0.303577512777	0.489	0.212	0.136	5.1	19.5	12.3	3.5	0.8	1.5	10.3	19.3	-0.012265758092	0.03066439523	0.018398637138	0.025	-0.144122657581	-0.06132879046	-0.205451448041	-0.042930153322	5.5195911414	12.8790459966	0.429	0.85860306644	2.72913117547	0.315	4.66098807496	10.1499148211	0.459	0.462	1.44122657581	1.74787052811	0.825	1.62521294719	6.19420783646	7.81942078365	0.76660988075	0.55195911414	0.70528109029	1.56388415673	4.5996592845	13.339011925	206.0	113.0	4
10867	14200	22691	2014	Zaza Pachulia	C	29	MIL	53	1325.0	0.380377358491	0.502	0.003	0.372	11.8	17.1	14.4	16.3	1.8	0.9	18.5	17.0	0.0271698113208	0.0190188679245	0.0461886792453	0.06	-0.0271698113208	0.00815094339623	-0.0190188679245	0.0108679245283	4.04830188679	9.48226415094	0.427	0.0	0.0271698113208	0.0	4.04830188679	9.45509433962	0.428	0.427	2.98867924528	3.5320754717	0.846	3.83094339623	5.21660377358	9.04754716981	3.69509433962	1.22264150943	0.380377358491	2.49962264151	3.36905660377	11.0852830189	211.0	122.0	4
10168	13493	21494	2012	Timofey Mozgov	C	25	DEN	44	687.0	0.691703056769	0.556	0.0	0.3	9.3	20.8	15.2	4.9	1.1	4.8	19.8	17.4	0.0157205240175	0.0419213973799	0.0576419213974	0.074	-0.157205240175	0.0786026200873	-0.0838427947598	0.00524017467249	5.24017467249	9.95633187773	0.526	0.0	0.0	0.0	5.24017467249	9.95633187773	0.526	0.526	2.04366812227	2.98689956332	0.684	2.77729257642	6.60262008734	9.37991266376	1.15283842795	0.786026200873	2.20087336245	2.77729257642	4.50655021834	12.5240174672	216.0	124.0	4
10563	13894	22163	2013	Greg Stiemsma	C	27	MIN	76	1209.0	0.312655086849	0.498	0.0	0.248	5.6	19.5	12.3	3.9	1.9	5.8	16.1	13.6	-0.00893300248139	0.0595533498759	0.0506203473945	0.069	-0.151861042184	0.11017369727	-0.0416873449132	0.00595533498759	3.78163771712	8.27791563275	0.457	0.0	0.0	0.0	3.78163771712	8.27791563275	0.457	0.457	1.57816377171	2.05459057072	0.768	1.81637717122	5.95533498759	7.77171215881	0.893300248139	1.31017369727	2.67990074442	1.75682382134	5.47890818859	9.14143920596	211.0	117.0	4
11469	14811	23740	2016	Roy Hibbert	C	29	LAL	81	1878.0	0.214696485623	0.507	0.005	0.353	7.3	15.8	11.4	8.0	0.9	4.6	13.8	12.9	0.0210862619808	0.0191693290735	0.0421725239617	0.056	-0.0594249201278	0.0364217252396	-0.0249201277955	0.00575079872204	3.48881789137	7.8785942492	0.443	0.0	0.038338658147	0.0	3.48881789137	7.84025559105	0.445	0.443	2.2428115016	2.77955271565	0.807	2.5303514377	5.09904153355	7.62939297125	1.82108626198	0.613418530351	2.10862619808	1.45686900958	4.83067092652	9.22044728435	218.0	122.0	4
10218	13543	21579	2012	Marreese Speights	PF	24	MEM	60	1345.0	0.377397769517	0.491	0.006	0.223	11.3	21.4	16.2	6.0	0.8	1.8	12.1	20.5	0.0240892193309	0.0455018587361	0.0722676579926	0.096	-0.0642379182156	-0.0133828996283	-0.0776208178439	-0.00802973977695	5.91524163569	13.0617100372	0.453	0.0	0.0802973977695	0.0	5.91524163569	12.9814126394	0.456	0.453	2.24832713755	2.91747211896	0.771	3.55985130112	6.45055762082	10.0104089219	1.28475836431	0.562081784387	0.776208178439	1.98066914498	3.93457249071	14.0788104089	208.0	115.0	4
9423	12729	20144	2010	Spencer Hawes	C	21	SAC	72	1904.0	0.260924369748	0.507	0.131	0.159	8.6	17.7	13.1	13.2	0.9	3.2	15.5	19.6	0.00945378151261	0.0302521008403	0.0397058823529	0.054	-0.0264705882353	0.0207983193277	-0.00567226890756	0.0151260504202	5.89915966387	12.5924369748	0.468	0.491596638655	1.64495798319	0.299	5.40756302521	10.9474789916	0.494	0.488	1.38025210084	2.00420168067	0.689	2.74159663866	5.50210084034	8.24369747899	2.98739495798	0.605042016807	1.56932773109	2.4768907563	3.78151260504	13.6701680672	216.0	111.0	4
11464	14806	23734	2016	Spencer Hawes	PF	27	CHO	57	1035.0	0.431304347826	0.508	0.333	0.212	5.3	20.6	12.9	16.3	1.1	2.1	14.8	17.1	0.0208695652174	0.0486956521739	0.0660869565217	0.09	-0.0660869565217	0.0452173913043	-0.0208695652174	0.0139130434783	4.31304347826	10.6434782609	0.405	1.32173913043	3.54782608696	0.373	2.99130434783	7.09565217391	0.422	0.467	1.87826086957	2.26086956522	0.831	1.77391304348	6.71304347826	8.48695652174	3.79130434783	0.765217391304	0.939130434783	2.01739130435	3.86086956522	11.8260869565	216.0	111.0	4
12037	15381	24687	2017	Tyler Zeller	C	27	BOS	51	525.0	0.891428571429	0.508	0.006	0.247	9.2	17.0	13.2	12.2	0.7	3.3	10.2	16.5	0.0342857142857	0.0411428571429	0.0685714285714	0.094	-0.219428571429	0.0548571428571	-0.171428571429	-0.00685714285714	5.34857142857	10.8342857143	0.494	0.0	0.0685714285714	0.0	5.34857142857	10.7657142857	0.497	0.494	1.50857142857	2.67428571429	0.564	2.94857142857	5.55428571429	8.50285714286	2.88	0.48	1.44	1.37142857143	4.18285714286	12.2057142857	213.0	114.0	4
9882	13202	20940	2011	Zaza Pachulia	C	26	ATL	79	1244.0	0.35884244373	0.562	0.0	0.772	11.6	20.6	16.1	7.0	1.5	1.3	18.2	14.5	0.0434083601286	0.0463022508039	0.0897106109325	0.118	-0.0636655948553	0.0231511254019	-0.0434083601286	0.00578778135048	3.09646302251	6.71382636656	0.461	0.0	0.0	0.0	3.09646302251	6.71382636656	0.461	0.461	3.90675241158	5.18006430868	0.754	3.44372990354	6.19292604502	9.63665594855	1.67845659164	0.983922829582	0.636655948553	1.99678456592	5.32475884244	10.0996784566	211.0	122.0	4
10215	13540	21569	2012	Craig Smith	PF	28	POR	47	464.0	1.05517241379	0.556	0.009	0.453	8.1	19.8	13.8	6.6	1.8	0.8	14.6	16.2	0.0465517241379	0.0310344827586	0.0775862068966	0.105	-0.170689655172	-0.0310344827586	-0.201724137931	-0.00775862068966	4.5775862069	9.0775862069	0.504	0.0	0.0775862068966	0.0	4.5775862069	9.0	0.509	0.504	2.94827586207	4.11206896552	0.717	2.56034482759	5.97413793103	8.53448275862	1.47413793103	1.24137931034	0.387931034483	1.86206896552	4.26724137931	12.1034482759	201.0	113.0	4
9424	12730	20145	2010	Chuck Hayes	C	26	HOU	82	1773.0	0.237563451777	0.5	0.0	0.201	9.4	21.1	15.0	11.4	2.1	1.8	17.1	10.8	0.0243654822335	0.048730964467	0.0730964467005	0.098	-0.0426395939086	0.0670050761421	0.0243654822335	0.0284263959391	3.26903553299	6.68020304569	0.489	0.0	0.0	0.0	3.26903553299	6.68020304569	0.489	0.489	0.730964467005	1.34010152284	0.545	3.06598984772	6.37563451777	9.44162436548	2.82233502538	1.48223350254	0.873096446701	1.50253807107	4.44670050761	7.26903553299	198.0	108.0	4
10565	13896	22167	2013	Jared Sullinger	PF	20	BOS	45	892.0	0.544843049327	0.534	0.022	0.28	12.6	22.1	17.5	6.2	1.3	1.9	10.3	14.9	0.052466367713	0.0565022421525	0.108968609865	0.146	-0.0645739910314	0.0363228699552	-0.0242152466368	0.0121076233184	4.4798206278	9.08071748879	0.493	0.0403587443946	0.201793721973	0.2	4.43946188341	8.87892376682	0.5	0.496	1.89686098655	2.54260089686	0.746	3.7130044843	6.94170403587	10.6547085202	1.41255605381	0.887892376682	0.887892376682	1.17040358744	6.21524663677	10.8968609865	206.0	117.0	4
9560	12871	20407	2010	Jason Smith	PF	23	PHI	56	658.0	0.579939209726	0.491	0.167	0.241	9.5	14.7	12.1	7.5	1.7	3.4	15.4	15.8	0.00547112462006	0.0328267477204	0.0382978723404	0.048	-0.147720364742	0.0218844984802	-0.125835866261	0.0	4.10334346505	9.51975683891	0.431	0.547112462006	1.58662613982	0.345	3.55623100304	7.93313069909	0.448	0.46	1.58662613982	2.29787234043	0.69	2.95440729483	4.43161094225	7.38601823708	1.80547112462	1.14893617021	1.53191489362	1.91489361702	6.01823708207	10.3404255319	211.0	113.0	4
9980	13305	21137	2012	Al-Farouq Aminu	SF	21	NOH	66	1477.0	0.25836154367	0.481	0.129	0.312	7.8	16.9	12.4	7.2	2.2	1.9	18.0	16.2	-0.00974949221395	0.0438727149628	0.0341232227488	0.044	-0.0731211916046	0.0389979688558	-0.0316858496953	0.00487474610697	3.65605958023	8.89641164523	0.411	0.316858496953	1.14556533514	0.277	3.33920108328	7.75084631009	0.431	0.429	2.096140826	2.77860528097	0.754	2.31550440081	5.19160460393	7.50710900474	1.6086662153	1.43805010156	0.828706838186	2.21800947867	3.31482735274	9.72511848341	206.0	99.0	4
10184	13509	21519	2012	Patrick Patterson	PF	22	HOU	64	1483.0	0.279163857047	0.457	0.006	0.112	8.7	13.7	11.2	5.7	1.0	1.8	8.4	17.9	0.012137559002	0.0267026298045	0.0388401888065	0.052	-0.0655428186109	-0.00485502360081	-0.0703978422117	-0.00728253540121	5.46190155091	12.4045853001	0.44	0.0	0.0728253540121	0.0	5.46190155091	12.3317599461	0.443	0.44	0.971004720162	1.38368172623	0.702	2.71881321645	4.2238705327	6.94268374916	1.28658125421	0.655428186109	0.873904248146	1.1894807822	2.74308833446	11.894807822	206.0	104.0	4
10575	13906	22182	2013	Lance Thomas	SF	24	NOH	59	646.0	0.562848297214	0.565	0.0	0.557	8.0	13.3	10.6	4.0	0.9	0.9	9.6	10.5	0.0557275541796	0.0111455108359	0.0668730650155	0.087	-0.0835913312693	-0.0613003095975	-0.150464396285	-0.00557275541796	2.95356037152	5.90712074303	0.5	0.0	0.0	0.0	2.95356037152	5.90712074303	0.5	0.5	2.39628482972	3.28792569659	0.729	2.4520123839	3.95665634675	6.40866873065	0.947368421053	0.613003095975	0.390092879257	0.780185758514	4.34674922601	8.30340557276	203.0	106.0	4
9563	12874	20410	2010	Darius Songaila	C	31	NOH	75	1410.0	0.296170212766	0.522	0.012	0.152	4.8	14.7	9.7	7.9	2.3	0.8	13.5	19.5	0.0	0.0306382978723	0.0331914893617	0.044	-0.0791489361702	0.0	-0.0791489361702	-0.0102127659574	6.15319148936	12.4595744681	0.494	0.0255319148936	0.153191489362	0.167	6.12765957447	12.3063829787	0.498	0.495	1.53191489362	1.88936170213	0.811	1.50638297872	4.4170212766	5.92340425532	1.78723404255	1.5829787234	0.357446808511	2.06808510638	5.25957446809	13.8638297872	206.0	112.0	4
9292	12595	19926	2010	Malik Allen	PF	31	DEN	51	456.0	0.465789473684	0.431	0.052	0.112	9.2	11.5	10.4	5.1	1.2	0.8	15.3	14.0	-0.0236842105263	0.0236842105263	0.00789473684211	0.009	-0.331578947368	-0.0631578947368	-0.394736842105	-0.0236842105263	3.63157894737	9.15789473684	0.397	0.0789473684211	0.473684210526	0.167	3.55263157895	8.68421052632	0.409	0.401	0.947368421053	1.02631578947	0.923	2.84210526316	3.63157894737	6.47368421053	1.26315789474	0.868421052632	0.394736842105	1.73684210526	5.36842105263	8.28947368421	208.0	115.0	4
9575	12886	20433	2010	Kurt Thomas	C	37	MIL	70	1049.0	0.3397521449	0.489	0.0	0.072	8.7	23.5	15.8	6.7	1.3	3.4	18.3	11.3	0.0	0.0686367969495	0.0720686367969	0.095	-0.157864632984	0.130409914204	-0.0274547187798	0.0102955195424	3.397521449	7.13822688275	0.476	0.0	0.0	0.0	3.397521449	7.13822688275	0.476	0.476	0.411820781697	0.514775977121	0.8	2.88274547188	7.10390848427	9.98665395615	1.61296472831	0.892278360343	1.57864632984	1.64728312679	5.45662535748	7.20686367969	206.0	104.0	4
10188	13513	21523	2012	Kendrick Perkins	C	27	OKC	65	1744.0	0.179587155963	0.528	0.0	0.427	8.4	18.8	13.9	6.4	0.7	3.0	27.5	11.1	0.0	0.0433486238532	0.0412844036697	0.056	-0.0557339449541	0.0433486238532	-0.0123853211009	0.0123853211009	2.64220183486	5.40825688073	0.489	0.0	0.0	0.0	2.64220183486	5.40825688073	0.489	0.489	1.50688073394	2.3119266055	0.652	2.47706422018	6.31651376147	8.79357798165	1.61009174312	0.516055045872	1.50688073394	2.43577981651	3.90137614679	6.79128440367	208.0	122.0	4
10189	13514	21524	2012	Johan Petro	C	26	NJN	59	920.0	0.403043478261	0.452	0.004	0.142	8.3	20.3	14.1	8.2	1.2	1.9	12.1	15.6	0.00391304347826	0.0234782608696	0.0273913043478	0.034	-0.15652173913	-0.0117391304348	-0.168260869565	-0.0195652173913	4.2652173913	10.1739130435	0.419	0.0391304347826	0.0391304347826	1.0	4.22608695652	10.1347826087	0.417	0.421	1.21304347826	1.44782608696	0.838	2.66086956522	6.10434782609	8.7652173913	1.76086956522	0.821739130435	0.9	1.48695652174	4.77391304348	9.78260869565	213.0	112.0	4
10027	13352	21221	2012	Earl Clark	PF	24	ORL	45	559.0	0.521645796064	0.405	0.0	0.209	7.1	18.6	12.8	5.2	1.2	4.5	14.1	14.8	-0.0322003577818	0.0515205724508	0.0193202146691	0.027	-0.399284436494	0.154561717352	-0.244722719141	-0.0193202146691	3.28443649374	8.95169946333	0.367	0.0	0.0	0.0	3.28443649374	8.95169946333	0.367	0.367	1.35241502683	1.86762075134	0.724	2.25402504472	5.73166368515	7.98568872987	1.15921288014	0.772808586762	2.06082289803	1.61001788909	4.63685152057	7.92128801431	208.0	102.0	4
9578	12890	20440	2010	Al Thornton	SF	26	LAC	51	1405.0	0.297224199288	0.526	0.03	0.302	7.0	8.9	7.9	7.2	0.9	1.2	11.2	18.9	0.0256227758007	0.0128113879004	0.0384341637011	0.05	-0.0461209964413	-0.0307473309609	-0.0768683274021	-0.0102491103203	5.63701067616	11.7864768683	0.478	0.128113879004	0.35871886121	0.357	5.50889679715	11.4277580071	0.482	0.484	2.63914590747	3.5615658363	0.741	2.17793594306	2.74163701068	4.91957295374	1.56298932384	0.640569395018	0.563701067616	1.69110320285	3.6896797153	14.0412811388	203.0	99.0	4
11505	14847	23807	2016	Terrence Jones	PF	24	HOU	50	1044.0	0.465517241379	0.519	0.215	0.316	6.5	15.9	11.1	6.3	1.1	3.1	10.5	19.3	0.0275862068966	0.0241379310345	0.051724137931	0.068	-0.0827586206897	-0.0344827586207	-0.11724137931	-0.0137931034483	5.72413793103	12.6551724138	0.452	0.862068965517	2.72413793103	0.316	4.86206896552	9.93103448276	0.49	0.486	2.65517241379	4.0	0.664	2.13793103448	5.13793103448	7.27586206897	1.41379310345	0.793103448276	1.34482758621	1.68965517241	2.96551724138	14.9655172414	206.0	114.0	4
9294	12597	19928	2010	Tony Allen	SG	28	BOS	54	889.0	0.575028121485	0.54	0.02	0.47	7.4	12.5	10.0	13.0	3.5	1.7	17.8	19.6	0.00809898762655	0.0647919010124	0.0769403824522	0.1	-0.0728908886389	0.105286839145	0.0323959505062	0.0242969628796	5.22384701912	10.2452193476	0.51	0.0	0.202474690664	0.0	5.22384701912	10.0427446569	0.52	0.51	2.91563554556	4.8188976378	0.605	2.1057367829	3.76602924634	5.87176602925	2.91563554556	2.38920134983	0.769403824522	2.67266591676	4.41394825647	13.3633295838	193.0	96.0	4
9977	13302	21133	2012	Lavoy Allen	PF	22	PHI	41	624.0	0.732692307692	0.488	0.0	0.084	8.3	22.2	15.2	8.4	1.1	2.2	10.4	14.5	0.0230769230769	0.0692307692308	0.0923076923077	0.124	-0.178846153846	0.103846153846	-0.075	0.00576923076923	4.55769230769	9.63461538462	0.473	0.0	0.0	0.0	4.55769230769	9.63461538462	0.473	0.473	0.634615384615	0.807692307692	0.786	2.71153846154	7.15384615385	9.86538461538	1.96153846154	0.75	1.03846153846	1.15384615385	4.21153846154	9.75	206.0	117.0	4
9561	12872	20408	2010	Joe Smith	PF	34	ATL	64	592.0	0.681081081081	0.453	0.036	0.249	12.9	18.1	15.5	5.3	0.5	2.4	9.3	18.4	0.0182432432432	0.0364864864865	0.0547297297297	0.077	-0.212837837838	-0.0851351351351	-0.297972972973	-0.0243243243243	4.68243243243	11.7364864865	0.399	0.0608108108108	0.425675675676	0.143	4.62162162162	11.3108108108	0.409	0.402	2.37162162162	2.91891891892	0.813	4.01351351351	5.53378378378	9.5472972973	1.27702702703	0.364864864865	1.15540540541	1.33783783784	5.77702702703	11.7972972973	213.0	106.0	4
9892	13213	20965	2011	Josh Powell	PF	28	ATL	54	653.0	0.441041347626	0.492	0.005	0.216	9.1	15.8	12.5	5.5	0.4	0.6	18.9	20.4	-0.0385911179173	0.0275650842266	-0.0110260336907	-0.012	-0.319754977029	-0.126799387443	-0.441041347626	-0.0551301684533	5.18223583461	11.4670750383	0.452	0.0	0.0551301684533	0.0	5.18223583461	11.4119448698	0.454	0.452	1.98468606432	2.4808575804	0.8	2.70137825421	4.74119448698	7.44257274119	1.21286370597	0.275650842266	0.275650842266	2.92189892802	4.30015313936	12.3491577335	206.0	102.0	4
9981	13306	21138	2012	Lou Amundson	PF	29	IND	60	753.0	0.549800796813	0.438	0.0	0.396	14.1	19.0	16.6	3.0	1.9	4.6	15.6	17.3	-0.0143426294821	0.0621513944223	0.0478087649402	0.062	-0.186454183267	0.0573705179283	-0.129083665339	-0.00478087649402	4.25498007968	9.89641434263	0.43	0.0	0.0	0.0	4.25498007968	9.89641434263	0.43	0.43	1.67330677291	3.9203187251	0.427	4.49402390438	6.11952191235	10.6135458167	0.669322709163	1.29083665339	2.10358565737	2.15139442231	5.97609561753	10.1832669323	206.0	99.0	4
11522	14864	23838	2016	Alex Len	C	22	PHO	78	1821.0	0.245140032949	0.482	0.011	0.383	10.4	25.4	17.7	8.5	1.0	2.8	16.6	20.4	-0.00988467874794	0.0355848434926	0.0257001647446	0.035	-0.0869851729819	0.0138385502471	-0.0711696869852	-0.0138385502471	5.21911037891	12.3360790774	0.423	0.0197693574959	0.138385502471	0.143	5.19934102142	12.197693575	0.426	0.424	3.43986820428	4.72487644152	0.728	3.51894563427	8.22405271829	11.7429983526	1.9176276771	0.751235584843	1.22570016474	2.8665568369	4.54695222405	13.8978583196	216.0	117.0	4
10853	14186	22657	2014	Donatas Motiejunas	PF	23	HOU	62	952.0	0.404621848739	0.504	0.284	0.324	7.4	18.2	13.1	5.5	1.0	1.6	12.7	17.8	0.0113445378151	0.0378151260504	0.0529411764706	0.069	-0.102100840336	-0.0302521008403	-0.132352941176	-0.0151260504202	4.95378151261	11.1932773109	0.443	0.794117647059	3.17647058824	0.25	4.15966386555	8.01680672269	0.519	0.478	2.19327731092	3.63025210084	0.604	2.26890756303	6.23949579832	8.50840336134	1.28571428571	0.756302521008	0.794117647059	1.85294117647	4.99159663866	12.8949579832	213.0	100.0	4
10847	14180	22647	2014	Nazr Mohammed	C	36	CHI	80	562.0	0.646975088968	0.445	0.0	0.238	13.6	21.7	17.7	5.8	1.3	4.1	21.0	14.5	-0.0256227758007	0.0768683274021	0.0512455516014	0.07	-0.384341637011	0.166548042705	-0.211387900356	-0.0128113879004	3.4590747331	8.07117437722	0.429	0.0	0.0	0.0	3.4590747331	8.07117437722	0.429	0.429	1.02491103203	1.92170818505	0.533	4.22775800712	6.98220640569	11.2099644128	1.28113879004	0.896797153025	1.92170818505	2.37010676157	4.93238434164	7.94306049822	208.0	100.0	4
9529	12838	20348	2010	Oleksiy Pecherov	C	24	MIN	44	447.0	0.96644295302	0.487	0.277	0.17	7.9	23.4	15.5	4.0	1.0	2.4	13.7	22.8	-0.0241610738255	0.0322147651007	0.00805369127517	0.01	-0.362416107383	-0.21744966443	-0.571812080537	-0.048322147651	6.20134228188	15.1409395973	0.41	1.12751677852	4.18791946309	0.269	5.07382550336	10.9530201342	0.463	0.447	2.3355704698	2.57718120805	0.906	2.57718120805	7.40939597315	9.98657718121	0.885906040268	0.724832214765	1.12751677852	2.57718120805	4.42953020134	15.8657718121	213.0	105.0	4
9971	13296	21122	2011	Julian Wright	SF	23	TOR	52	766.0	0.568668407311	0.525	0.063	0.269	7.1	11.3	9.1	11.0	2.6	2.0	19.4	13.0	0.00939947780679	0.0187989556136	0.0281984334204	0.038	-0.0751958224543	0.0563968668407	-0.0187989556136	0.0140992167102	3.85378590078	7.51958224543	0.513	0.0939947780679	0.469973890339	0.2	3.75979112272	7.04960835509	0.533	0.519	1.03394255875	2.02088772846	0.512	2.2088772846	3.33681462141	5.54569190601	2.72584856397	1.83289817232	0.939947780679	2.02088772846	2.11488250653	8.83550913838	203.0	102.0	4
10874	14207	22700	2014	Kendrick Perkins	C	29	OKC	62	1207.0	0.187903893952	0.474	0.005	0.347	8.0	19.9	14.2	7.6	1.1	2.2	28.8	11.5	-0.0268434134217	0.0507042253521	0.0238608119304	0.031	-0.140182270091	0.0626346313173	-0.0805302402651	-0.0059652029826	2.59486329743	5.75642087821	0.451	0.0	0.029826014913	0.0	2.59486329743	5.7265948633	0.453	0.451	1.10356255178	1.99834299917	0.552	2.44573322287	6.6512013256	9.09693454847	1.99834299917	0.775476387738	0.954432477216	2.68434134217	5.2792046396	6.29328914664	208.0	122.0	4
9541	12850	20370	2010	Theo Ratliff	C	36	TOT	49	807.0	0.459479553903	0.511	0.0	0.329	8.9	14.3	11.6	4.7	0.8	6.0	19.1	12.3	0.00446096654275	0.0624535315985	0.0624535315985	0.084	-0.17843866171	0.165055762082	-0.017843866171	0.0133828996283	3.12267657993	6.78066914498	0.461	0.0	0.0	0.0	3.12267657993	6.78066914498	0.461	0.461	1.69516728625	2.23048327138	0.76	2.63197026022	4.3717472119	7.00371747212	1.11524163569	0.53531598513	2.72118959108	1.82899628253	3.88104089219	7.9405204461	208.0	102.0	4
10164	13489	21485	2012	Nazr Mohammed	C	34	OKC	63	692.0	0.57225433526	0.477	0.006	0.136	10.4	17.1	14.0	3.1	1.5	3.9	12.7	13.4	0.0156069364162	0.0520231213873	0.0676300578035	0.09	-0.161271676301	0.0468208092486	-0.114450867052	0.0	4.1098265896	8.79190751445	0.467	0.0	0.0520231213873	0.0	4.1098265896	8.73988439306	0.47	0.467	0.676300578035	1.19653179191	0.565	3.06936416185	5.77456647399	8.84393063584	0.728323699422	1.04046242775	1.92485549133	1.35260115607	5.25433526012	8.89595375723	208.0	100.0	4
10704	14036	22409	2014	Glen Davis	PF	28	TOT	68	1662.0	0.283754512635	0.491	0.019	0.231	7.4	16.4	11.9	7.8	1.8	1.4	10.4	19.9	0.0043321299639	0.0389891696751	0.043321299639	0.058	-0.0606498194946	0.00649819494585	-0.0541516245487	-0.0043321299639	5.87003610108	12.844765343	0.457	0.086642599278	0.238267148014	0.364	5.78339350181	12.6064981949	0.459	0.46	2.05776173285	2.96750902527	0.693	2.33935018051	5.26353790614	7.60288808664	1.6678700361	1.25631768953	0.628158844765	1.64620938628	3.4440433213	13.8844765343	206.0	131.0	4
10705	14037	22410	2014	Glen Davis	PF	28	ORL	45	1354.0	0.364254062038	0.485	0.02	0.223	7.2	16.4	11.8	8.8	1.7	1.3	9.5	20.9	0.00531757754801	0.034564254062	0.03988183161	0.053	-0.0664697193501	0.00531757754801	-0.0611521418021	-0.002658788774	6.16838995569	13.6129985229	0.453	0.10635155096	0.2658788774	0.4	6.06203840473	13.3471196455	0.454	0.457	2.04726735598	3.03101920236	0.675	2.31314623338	5.18463810931	7.49778434269	1.8611521418	1.22304283604	0.584933530281	1.56868537666	2.95125553914	14.4903988183	206.0	131.0	4
10897	14231	22741	2014	Kevin Seraphin	C	24	WAS	53	578.0	0.778546712803	0.533	0.0	0.141	10.5	15.3	12.8	4.9	0.3	3.7	14.9	21.5	0.0124567474048	0.0373702422145	0.0498269896194	0.066	-0.255363321799	-0.0747404844291	-0.323875432526	-0.0311418685121	6.91349480969	13.7024221453	0.505	0.0	0.0	0.0	6.91349480969	13.7024221453	0.505	0.505	1.68166089965	1.93079584775	0.871	3.30103806228	4.67128027682	7.9723183391	1.05882352941	0.186851211073	1.61937716263	2.55363321799	6.41522491349	15.508650519	206.0	129.0	4
